type	chrom	TSS_start	start_position	end_position	ensembl_gene_id	external_gene_name	dev_geno	test_dev_geno	CAD_HARD_beta	CAD_HARD_se_beta	CAD_HARD_z_t	CAD_HARD_pval	CAD_HARD_qval	CAD_HARD_BHcorr	tissue	CAD_HARD_BHcorr_overall	loci_tissue_specific	loci	loci_complete	best_GWAS_signBH	best_GWAS_sign	best_GWAS_pval	CardioGram_beta	CardioGram_se_beta	CardioGram_z	CardioGram_pval	CardioGram_pval_BHcorr	CardioGram_Cochran_stat	CardioGram_Cochran_pval	CardioGram_model	replicated
heritable	chr2	85788669	85771846	85788670	ENSG00000115486	GGCX	0.134288022544711	0.128896626227931	0.0001514666346979	2.46210290121368e-05	6.1519213767725	7.65498270928421e-10	4.18364774395345e-07	5.29396732794927e-07	Artery_Aorta	1.25837106376321e-06	chr2:85.6-86Mb	chr2:85.5-86.1Mb	chr2:85469618-86112298	TRUE	TRUE	2.39e-13	0.0356728099721462	0.0134425181322981	2.65372972690555	0.00796075614625081	0.335113221773914	3.97382309454127	0.859477471460875	fixed	TRUE
not_heritable	chr2	85829979	85829979	85876403	ENSG00000168883	USP39	0.0517195833584745	0.0142304032293453	-0.000125655779166214	2.46509479247753e-05	-5.09740150965653	3.44347467751581e-07	0.000131736411813631	0.000166698609138541	Artery_Aorta	0.000291686329427526	chr2:85.6-86Mb	chr2:85.5-86.1Mb	chr2:85469618-86112298	TRUE	TRUE	2.39e-13	-0.0438204319209122	0.013530871561279	-3.23855205649222	0.00120138094760377	0.15588966984954	10.448717277064	0.234932647017347	fixed	TRUE
heritable	chr2	128146040	128056306	128146041	ENSG00000169967	MAP3K2	0.0315292019843384	0.0100308490872281	8.62516372509148e-05	2.47718157136409e-05	3.48184558806561	0.00049797075318466	0.0348237267287255	0.0440657729384009	Artery_Aorta	0.0495528705458344	chr2:127.9-128.3Mb	chr2:127.7-128.3Mb	chr2:127664930-128346040	FALSE	FALSE	0.004149	0.0605298461314165	0.0135871316304316	4.45493926001611	8.39169493032052e-06	0.00812483903153632	3.37572119565548	0.908618018563651	fixed	TRUE
heritable	chr2	203499901	203499901	203634480	ENSG00000138439	FAM117B	0.0324948146099443	0.0033771007588086	-0.000178955585201086	2.40935386160287e-05	-7.42753432997312	1.10640673123703e-13	8.48557013183753e-11	1.07375988100087e-10	Artery_Aorta	4.03951971757649e-10	chr2:203.3-204.1Mb	chr2:203.3-204.1Mb	chr2:203299901-204104831	TRUE	TRUE	2.88e-19	-0.0440420783999815	0.0131481062112419	-3.34968988631417	0.000809020818610253	0.131464184342583	6.78983831428348	0.559468145555557	fixed	TRUE
heritable	chr2	203879602	203879602	204091101	ENSG00000144426	NBEAL1	0.095430160449872	0.0888637101466495	-0.000180887876244487	2.39131505893281e-05	-7.56436821525361	3.89754246191012e-14	7.45538020325616e-11	9.43400152905344e-11	Artery_Aorta	2.02805838046592e-10	chr2:203.3-204.1Mb	chr2:203.3-204.1Mb	chr2:203299901-204104831	TRUE	TRUE	2.88e-19	-0.054760167407602	0.0130930391067993	-4.18238782920648	2.88463348392616e-05	0.0182995758057232	7.69789112080904	0.463523395170529	fixed	TRUE
heritable	chr3	134205557	134196548	134205558	ENSG00000129055	ANAPC13	0.377173557014544	0.378979272437698	-8.7992672988144e-05	2.46785778057575e-05	-3.56554878002797	0.000363095616344786	0.0283487466147448	0.035872364871941	Artery_Aorta	0.0415770734371353	chr3:134-134.4Mb	chr3:134-134.4Mb	chr3:134004585-134405557	TRUE	FALSE	4.47e-05	0.0156105038094976	0.0134494773549586	1.16067735552135	0.245773134032498	0.788480841718589	5.04716623477555	0.752523251401786	fixed	FALSE
heritable	chr3	135969148	135969148	136056738	ENSG00000114054	PCCB	0.0686354912590739	0.0352226774437149	9.44658043682893e-05	2.49323130374423e-05	3.78889051434676	0.00015132158046123	0.0158283167722649	0.0200290743813	Artery_Aorta	0.0249911375384757	chr3:135.8-136.2Mb	chr3:135.8-136.2Mb	chr3:135769148-136169148	TRUE	FALSE	1.52e-05	0.0135258122330377	0.0136239812916395	0.992794392732901	0.32081016308389	0.842393245031288	7.38170014531648	0.496064666257809	fixed	TRUE
heritable	chr3	137851228	137842560	137851229	ENSG00000118017	A4GNT	0.277636878356933	0.0588554419257083	-8.65429994208048e-05	2.46058040366199e-05	-3.51717827598749	0.000436160733215106	0.0325761529634895	0.0412217041236897	Artery_Aorta	0.0457663981476156	chr3:137.7-138.3Mb	chr3:137.7-138.3Mb	chr3:137651228-138266539	TRUE	TRUE	9.2e-12	-0.0329627122703809	0.0134988095329878	-2.44189772363466	0.0146102851106606	0.395431751092506	14.9243071658824	0.0606340782897132	fixed	TRUE
heritable	chr3	138066539	138066539	138124375	ENSG00000158186	MRAS	0.330372019774152	0.263961257693899	0.000116775956552636	2.43140488663212e-05	4.80281820583114	1.56447915861906e-06	0.000460400054316799	0.000582587969759607	Artery_Aorta	0.000925987275181133	chr3:137.7-138.3Mb	chr3:137.7-138.3Mb	chr3:137651228-138266539	TRUE	TRUE	9.2e-12	0.0681561318985643	0.0131549801566465	5.18101366075634	2.20683327657887e-07	0.000356109329730611	10.8175340281132	0.212253859937235	fixed	TRUE
heritable	chr3	154042285	153990335	154042286	ENSG00000174953	DHX36	0.0221469908953715	0.0113578882339855	-0.000103095217275986	2.4972311822933e-05	-4.12838098478772	3.65326447957631e-05	0.0066553477991565	0.00842164445029949	Artery_Aorta	0.00985677817808056	chr3:153.8-154.2Mb	chr3:153.8-154.2Mb	chr3:153842285-154242285	TRUE	FALSE	2.52e-06	-0.0282703353744799	0.0136082229820466	-2.07744504273461	0.0377605025927163	0.490907678405083	7.2821108221727	0.50652343448783	fixed	TRUE
heritable	chr4	120375946	120375946	120473180	ENSG00000245958	RP11-33B1.1	0.0520946882012905	0.0413213934343227	8.69362675888155e-05	2.4906669704849e-05	3.49048140996105	0.000482151155965791	0.0348029677606736	0.0440395046420829	Artery_Aorta	0.0482469057826867	chr4:120.2-120.8Mb	chr4:120-120.8Mb	chr4:120025599-120750145	TRUE	FALSE	4.27e-05	0.0338939823737483	0.0136394505962753	2.48499616128263	0.0129552831633477	0.385410002590333	7.68436322452718	0.464893714664432	fixed	TRUE
heritable	chr4	120550145	120415550	120550146	ENSG00000138735	PDE5A	0.0472056346824072	0.0212304243205255	9.57654045464719e-05	2.47313240337374e-05	3.87223120023145	0.000107843580741291	0.0117878660319104	0.0149163078391025	Artery_Aorta	0.0204909467423625	chr4:120.2-120.8Mb	chr4:120-120.8Mb	chr4:120025599-120750145	TRUE	FALSE	4.27e-05	0.033070427725121	0.0134676232674946	2.45555040175051	0.0140669025178291	0.395431751092506	1.8478344692961	0.985326650939897	fixed	TRUE
heritable	chr4	156587863	156587863	156653501	ENSG00000164116	GUCY1A3	0.0895733303251285	0.0458643976958568	-9.16398829020068e-05	2.46470813414932e-05	-3.71808254422936	0.000200740682941691	0.0174538668010041	0.0220860374118347	Artery_Aorta	0.0292982014047258	chr4:156.4-156.8Mb	chr4:156.4-156.8Mb	chr4:156387863-156787863	TRUE	TRUE	1.22e-09	-0.0570541295553646	0.0134181508415637	-4.25201134113317	2.11859128757211e-05	0.0170935007052277	4.44594597559929	0.814816369118505	fixed	TRUE
heritable	chr5	9546186	9035138	9546187	ENSG00000112902	SEMA5A	0.19943025421031	0.128298578768834	0.000127728878844393	2.52085807018043e-05	5.06688100989561	4.04386885367596e-07	0.00014064144307667	0.000177966992005867	Artery_Aorta	0.000327319731391763	chr5:9.3-9.7Mb	chr5:9.3-9.7Mb	chr5:9346186-9746312	TRUE	FALSE	3.86e-06	0.0218474801970811	0.0135275881509949	1.61503144191112	0.106303886094881	0.65741017308382	3.11113625801109	0.927190629278003	fixed	TRUE
heritable	chr6	12717893	12717893	13288645	ENSG00000112137	PHACTR1	0.0399737431638264	0.0325391070018244	-0.000292859442481667	2.47901728861273e-05	-11.8135296525323	3.32311759594519e-32	1.2713193187771e-28	1.60872122819706e-28	Artery_Aorta	6.05206176573537e-28	chr6:12.5-12.9Mb	chr6:12.5-13.5Mb	chr6:12517893-13495817	TRUE	TRUE	9.95e-36	-0.116077672103878	0.0134718376324487	-8.61632059937314	6.91399912634522e-18	3.34706697706372e-14	3.56404037471553	0.894163043040891	fixed	TRUE
heritable	chr6	31239906	31236526	31239907	ENSG00000204525	HLA-C	0.804705512966654	0.75464939116494	-9.2716387895598e-05	2.49171177537782e-05	-3.72099168177424	0.000198441975585883	0.0174538668010041	0.0220860374118347	Artery_Aorta	0.0292982014047258	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.0125696678351846	0.0134759198022547	-0.932750270084091	0.350948922981438	0.852325868981015	13.0766951808769	0.109237876217471	fixed	TRUE
not_heritable	chr6	31324424	31324424	31325414	ENSG00000271581	XXbac-BPG248L24.12	0.786033962892595	0.764872782221375	-0.000101861570404111	2.49494208139799e-05	-4.08272284810054	4.45110950766676e-05	0.00774024192057417	0.00979446414846127	Artery_Aorta	0.0114983838799471	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.0351036810787399	0.0136792764526823	-2.56619428667637	0.010282121789143	0.349801719906561	15.4810936544061	0.0504388709129443	fixed	TRUE
not_heritable	chr6	32153658	32152516	32153659	ENSG00000273333	XXbac-BPG300A18.13	0.128138548110507	0.04970499851432	-9.8053413626944e-05	2.48470730954475e-05	-3.94627621733481	7.93760391557914e-05	0.0112469456448006	0.0142318298353032	Artery_Aorta	0.0175223809103669	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.0336179991522589	0.0135498796298944	-2.48105518798036	0.0130994089940674	0.386672188660246	5.4447657787056	0.709151499638776	fixed	TRUE
heritable	chr6	32595956	32595956	32614839	ENSG00000196735	HLA-DQA1	0.501761362073273	0.490933189839177	-9.14270366260766e-05	2.48679405459137e-05	-3.67650213966351	0.000236453872928882	0.0196651623699587	0.0248841999749721	Artery_Aorta	0.0322569133616539	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	0.00248675677392255	0.0134821647187856	0.184447885468837	0.853662107001765	0.975341190481191	11.0945337773381	0.196400109189779	fixed	FALSE
heritable	chr6	32636159	32627244	32636160	ENSG00000179344	HLA-DQB1	0.628551457312626	0.635895232259291	-8.78244288338195e-05	2.49309692120038e-05	-3.52270415510094	0.000427167902365148	0.0325761529634895	0.0412217041236897	Artery_Aorta	0.0450990251470961	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.0101639511655677	0.0135304707082911	-0.751189768981173	0.452538456582281	0.899143456463317	10.0844987182292	0.25914524894057	fixed	TRUE
heritable	chr6	32627657	32627657	32628506	ENSG00000223534	HLA-DQB1-AS1	0.624365592212497	0.594370115684673	-9.63846570519515e-05	2.48807379131481e-05	-3.87386649818844	0.000107122109804624	0.0117878660319104	0.0149163078391025	Artery_Aorta	0.0204909467423625	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.00179601534070996	0.0135055184157486	-0.132983813388137	0.894206181837846	0.984608975829465	9.64170333806494	0.291079276070561	fixed	TRUE
heritable	chr6	32709119	32709119	32714992	ENSG00000237541	HLA-DQA2	0.464047727308312	0.384245831818596	0.000113563790064869	2.47942424267591e-05	4.58024843470536	4.64423931504794e-06	0.00111046159814072	0.00140517265775919	Artery_Aorta	0.00219690614040657	chr6:31-32.9Mb	chr6:31-33Mb	chr6:31039906-33006556	TRUE	TRUE	2.77e-08	-0.00446460155559297	0.0135700451632842	-0.329004178090182	0.742152530024911	0.958591880773497	4.52716756687185	0.806708962711705	fixed	FALSE
heritable	chr6	34664635	34555065	34664636	ENSG00000196821	C6orf106	0.0124893316665266	0.000381744024951368	0.000106705675273112	2.43949655724672e-05	4.37408591359289	1.21942351246766e-05	0.00274419254246777	0.00347248777873878	Artery_Aorta	0.00454627081690514	chr6:34.5-34.9Mb	chr6:34.5-34.9Mb	chr6:34464635-34925183	TRUE	FALSE	2.42e-06	0.0271132383343697	0.0133450593278845	2.03170609198542	0.0421834188302496	0.49806013109812	5.33679275191125	0.721047055538708	fixed	TRUE
heritable	chr6	160542821	160542821	160579750	ENSG00000175003	SLC22A1	0.138962889854888	0.00360198190487644	-0.000185872999338631	2.48963646255909e-05	-7.46586909912029	8.27515813606967e-14	8.48557013183753e-11	1.07375988100087e-10	Artery_Aorta	3.76767949935252e-10	chr6:160.3-160.7Mb	chr6:160.2-161.9Mb	chr6:160190131-161895092	TRUE	TRUE	1.71e-49	-0.0409285355343967	0.0133971996085204	-3.05500677233821	0.00225055440141771	0.20749268172987	13.3242625790914	0.101169110485175	fixed	TRUE
not_heritable	chr7	45961472	45951949	45961473	ENSG00000146674	IGFBP3	0.0402947637254514	0.0141593924702855	-8.70616930117009e-05	2.47814873391468e-05	-3.5131746460662	0.000442786328120609	0.0325761529634895	0.0412217041236897	Artery_Aorta	0.0458183216348439	chr7:45.8-46.2Mb	chr7:45.8-46.2Mb	chr7:45761472-46161472	FALSE	FALSE	0.000475	-0.0278707777426566	0.0135860997183426	-2.05141860581431	0.0402261986720714	0.492337964910747	12.5691860710615	0.127557393583519	fixed	TRUE
heritable	chr7	150675402	150642049	150675403	ENSG00000055118	KCNH2	0.143547316813547	0.0886817239562012	9.28637728531381e-05	2.46747394559362e-05	3.7635158425471	0.000167541107718064	0.0158283167722649	0.0200290743813	Artery_Aorta	0.026584750635089	chr7:150.5-150.9Mb	chr7:150.5-150.9Mb	chr7:150475402-150875402	TRUE	TRUE	1.58e-12	0.0271124195231444	0.0134048359088323	2.02258496169135	0.0431159559367854	0.500368495173164	19.409329273205	0.0128173670362961	fixed	TRUE
heritable	chr8	22022249	22022249	22069839	ENSG00000168487	BMP1	0.023532647741863	0.00926523883968591	-9.64303699589742e-05	2.40602548601082e-05	-4.0078698467511	6.12688678167172e-05	0.00954731252532069	0.0120811224252371	Artery_Aorta	0.015078765144298	chr8:21.8-22.2Mb	chr8:21.8-22.2Mb	chr8:21822249-22222249	FALSE	FALSE	6.7e-05	-0.00467126993918993	0.0135690200055859	-0.34425993456174	0.730650812392161	0.955894677055014	7.00459717952819	0.536136747164527	fixed	TRUE
heritable	chr10	30404422	30301729	30404423	ENSG00000165757	KIAA1462	0.128739411118732	0.097066047587303	9.72214058485215e-05	2.48571510143742e-05	3.91120469889333	9.18368942431385e-05	0.011333509967272	0.0143413679042269	Artery_Aorta	0.0190060627040459	chr10:30.2-30.6Mb	chr10:30.2-31.3Mb	chr10:30204422-31322315	TRUE	TRUE	4.12e-12	0.0458011545468838	0.013512595105049	3.38951579550918	0.000700161750291068	0.121052965469966	16.3397180775021	0.0377679093926239	fixed	TRUE
heritable	chr11	77185679	77032752	77185680	ENSG00000149269	PAK1	0.0693927798149259	0.0446729779248355	8.62590788232075e-05	2.48988354901645e-05	3.464382053421	0.000531451135382064	0.0356695327209337	0.0451360516909574	Artery_Aorta	0.0513873654172073	chr11:77-77.4Mb	chr11:77-77.4Mb	chr11:76985679-77385679	TRUE	FALSE	3.34e-06	0.0242174673299858	0.0135728995853515	1.78425156523831	0.0743827966999992	0.589194592460733	5.98694568730805	0.648694241223854	fixed	TRUE
heritable	chr11	100558384	100558384	100862668	ENSG00000165895	ARHGAP42	0.177356875583018	0.0922767387988611	-0.000133185717486362	2.49013208833373e-05	-5.34854026862018	8.86664497655767e-08	3.76899660768016e-05	4.76926981461286e-05	Artery_Aorta	8.72861288178748e-05	chr11:100.4-101.1Mb	chr11:100.4-101.1Mb	chr11:100358384-101062811	TRUE	FALSE	3.62e-05	-0.0389947966595339	0.0135064685373107	-2.88712009003786	0.0038878580801634	0.240605915335345	3.64669030641496	0.887511704204581	fixed	TRUE
heritable	chr11	100862811	100862811	100864663	ENSG00000170647	TMEM133	0.171898103584117	0.0884312028005514	-9.96979441037707e-05	2.48442379555646e-05	-4.01292019027053	5.99721943433066e-05	0.00954731252532069	0.0120811224252371	Artery_Aorta	0.0148600490255823	chr11:100.4-101.1Mb	chr11:100.4-101.1Mb	chr11:100358384-101062811	TRUE	FALSE	3.62e-05	-0.0279368453022909	0.0135724849847048	-2.05834416717158	0.0395571072394309	0.492337964910747	3.63666376701234	0.888328293670029	fixed	TRUE
heritable	chr11	118936387	118935974	118936388	ENSG00000271751	RP11-110I1.14	0.0786255836262032	0.0285967948977999	-0.000120277365259809	2.46541702355556e-05	-4.87858095042876	1.06851808956767e-06	0.00034065092254226	0.000431058005966423	Artery_Aorta	0.000659655981261233	chr11:118.7-119.2Mb	chr11:118.7-119.4Mb	chr11:118736387-119408018	FALSE	FALSE	0.000463	0.000894617989025187	0.0134708902606815	0.0664112001295397	0.947050453475866	0.990705434208538	4.25484769396997	0.833429289221917	fixed	FALSE
heritable	chr11	118955576	118955576	118964259	ENSG00000256269	HMBS	0.0568187386582323	0.049867794351389	0.000116874850910582	2.47120783072778e-05	4.72946263188889	2.25114882998382e-06	0.000615155780328725	0.000778415106139404	Artery_Aorta	0.00122381858184075	chr11:118.7-119.2Mb	chr11:118.7-119.4Mb	chr11:118736387-119408018	FALSE	FALSE	0.000463	-0.00369088292497828	0.0134963702914812	-0.273472262931904	0.784490210962952	0.966009212857172	4.03462156314031	0.853986340967369	fixed	FALSE
not_heritable	chr12	57853918	57853918	57866045	ENSG00000111087	GLI1	0.0597835439325199	0.00311045675436892	0.000114465719153542	2.46327676357554e-05	4.64688827687354	3.36979549377196e-06	0.000859451200641165	0.00108754533235667	Artery_Aorta	0.00172875255021338	chr12:57.7-58.2Mb	chr12:57.6-58.2Mb	chr12:57628543-58227137	TRUE	FALSE	3.39e-06	0.00848406950037348	0.0134150675679569	0.63242838378529	0.527106991682375	0.91987200675356	4.81889523695794	0.776745906404277	fixed	TRUE
heritable	chr12	58027137	58017193	58027138	ENSG00000135454	B4GALNT1	0.141842432671195	0.0857148512103626	9.11477469395784e-05	2.47295119542928e-05	3.68578834503671	0.000227995778699453	0.0193830996674742	0.0245272792152012	Artery_Aorta	0.0317921812970077	chr12:57.7-58.2Mb	chr12:57.6-58.2Mb	chr12:57628543-58227137	TRUE	FALSE	3.39e-06	0.00625749374177232	0.0134178918747387	0.466354461653775	0.640961801634399	0.93808492289032	5.22002414921285	0.733821634204982	fixed	TRUE
not_heritable	chr12	89919800	89813495	89919801	ENSG00000139323	POC1B	0.0406361888363927	0.0254250337893335	-9.61709340484443e-05	2.45803794118694e-05	-3.91250812027763	9.13424657310815e-05	0.011333509967272	0.0143413679042269	Artery_Aorta	0.0190060627040459	chr12:89.7-90.1Mb	chr12:89.7-90.2Mb	chr12:89719800-90154906	TRUE	TRUE	7.63e-11	-0.0215995997609287	0.0134899989544079	-1.60115651853858	0.109342256683461	0.66505183832631	11.8354527326951	0.158697959270642	fixed	TRUE
not_heritable	chr12	112279210	112277571	112279211	ENSG00000248594	AC003029.1	0.0367989933735358	0.0179210231397663	-0.000136500606317432	2.50856253420589e-05	-5.44138742631116	5.2867197037191e-08	2.52816395231492e-05	3.19912626071302e-05	Artery_Aorta	5.50181367109327e-05	chr12:112.1-112.5Mb	chr12:111.2-113Mb	chr12:111174389-113019895	TRUE	TRUE	9.22e-14	-0.0413039286649807	0.0135466142864205	-3.04902227166716	0.00229587460454989	0.20749268172987	7.60312401255768	0.473165327825678	fixed	TRUE
heritable	chr12	112337067	112337067	112340042	ENSG00000229186	ADAM1A	0.121366274342552	0.0696811961586105	9.5010956592207e-05	2.52660928928212e-05	3.76041349152176	0.000169632730764987	0.0158283167722649	0.0200290743813	Artery_Aorta	0.0266980261705339	chr12:112.1-112.5Mb	chr12:111.2-113Mb	chr12:111174389-113019895	TRUE	TRUE	9.22e-14	0.0222228440396385	0.0134800028607645	1.64857858482518	0.0992339989872105	0.646065761873167	5.93845571214617	0.654125770993595	fixed	TRUE
heritable	chr12	118573830	118501398	118573831	ENSG00000176834	VSIG10	0.0999605556277338	0.0245054281800982	-9.36979372066143e-05	2.47708454321566e-05	-3.78258939377899	0.000155205325744062	0.0158283167722649	0.0200290743813	Artery_Aorta	0.0254648593914492	chr12:118.4-118.8Mb	chr12:118.4-118.8Mb	chr12:118373830-118773830	FALSE	FALSE	0.0031	0.00261921879400251	0.0134219774652279	0.19514403155482	0.845280192938848	0.97428605095642	8.55141279911938	0.381537908048244	fixed	FALSE
heritable	chr14	35451163	35451163	35498773	ENSG00000100883	SRP54	0.0385716592117002	0.031247716755592	-9.65162167403875e-05	2.48630559696501e-05	-3.88191286132338	0.000103638016580186	0.0117878660319104	0.0149163078391025	Artery_Aorta	0.0204049249509011	chr14:35.3-35.7Mb	chr14:35.3-35.7Mb	chr14:35251163-35651163	TRUE	FALSE	2.33e-05	0.0101216692753245	0.0135839286914694	0.745120907597286	0.456198630896725	0.900980503358587	2.23855390403688	0.972810995637856	fixed	FALSE
heritable	chr14	104019758	104019758	104028214	ENSG00000258851	RP11-894P9.2	0.100529296856822	0.049361002886478	-9.94459068828095e-05	2.4839210604826e-05	-4.00358563985476	6.23896014523708e-05	0.00954731252532069	0.0120811224252371	Artery_Aorta	0.0152515358610816	chr14:103.8-104.2Mb	chr14:103.8-104.2Mb	chr14:103789447-104219758	FALSE	FALSE	0.001207	-0.0210663597522279	0.0134470018368149	-1.56662131885436	0.117203231699204	0.675021914545411	6.25004177157513	0.619245793196881	fixed	TRUE
heritable	chr15	78799906	78799906	78829714	ENSG00000188266	HYKK	0.0305472713958888	4.40068873300152e-05	0.00010453035406588	2.48601877610474e-05	4.20472906603163	2.61395087538899e-05	0.00500007319974353	0.00632706809387906	Artery_Aorta	0.00786864022191477	chr15:78.6-79.4Mb	chr15:78.6-79.4Mb	chr15:78599906-79441915	TRUE	TRUE	6.38e-18	0.0027892173033343	0.0134787971079464	0.206933696011339	0.836061640419369	0.970929506563763	18.6623639738521	0.016773432099527	fixed	TRUE
heritable	chr15	79103772	79051545	79103773	ENSG00000136378	ADAMTS7	0.0433724966536518	0.0238497586624466	-0.000162331527496755	2.46612194708901e-05	-6.58246149134554	4.62722675756253e-11	2.95038348749655e-08	3.73340078889336e-08	Artery_Aorta	9.07931105510568e-08	chr15:78.6-79.4Mb	chr15:78.6-79.4Mb	chr15:78599906-79441915	TRUE	TRUE	6.38e-18	-0.028697256722139	0.0135485749487629	-2.11810148526058	0.0341664737839616	0.484549700212034	10.821686934436	0.212008802874965	fixed	TRUE
heritable	chr15	79241915	79213400	79241916	ENSG00000103811	CTSH	0.165699686200299	0.0306696356879458	-8.78336538201235e-05	2.45998193467505e-05	-3.57049995294888	0.000356300518339243	0.0283487466147448	0.035872364871941	Artery_Aorta	0.0411996510475828	chr15:78.6-79.4Mb	chr15:78.6-79.4Mb	chr15:78599906-79441915	TRUE	TRUE	6.38e-18	-0.0130928826295904	0.0133952749765889	-0.977425446843978	0.328358570118326	0.845608670423884	10.2165749831018	0.250153099545771	fixed	TRUE
heritable	chr16	75301950	75262928	75301951	ENSG00000050820	BCAR1	0.0349707777038962	0.0268248131996476	9.76857228377885e-05	2.48793832006461e-05	3.92637237225607	8.62366166866918e-05	0.011333509967272	0.0143413679042269	Artery_Aorta	0.0185708885197446	chr16:75.1-75.5Mb	chr16:74.9-75.7Mb	chr16:74944609-75667382	TRUE	FALSE	2.32e-07	0.0527167696928141	0.0134989161999521	3.90525942319733	9.41243562999471e-05	0.0371701605350882	5.00824008535475	0.756695058617796	fixed	TRUE
heritable	chr17	47022478	47006678	47022479	ENSG00000159210	SNF8	0.0190412570982687	0.00642907412520503	8.67937235171962e-05	2.49377755140954e-05	3.48041161362362	0.000500643980915524	0.0348237267287255	0.0440657729384009	Artery_Aorta	0.0495528705458344	chr17:46.8-47.6Mb	chr17:45.6-48.7Mb	chr17:45571447-48703519	TRUE	FALSE	7.83e-07	0.0513097546389258	0.0135979117305184	3.773355472206	0.000161066541563323	0.0519815418472031	11.8712086467321	0.157043406151608	fixed	TRUE
heritable	chr17	47439834	47366568	47439835	ENSG00000198740	ZNF652	0.0195167679544025	0.00715734047032094	-0.000107313637664545	2.49015078982603e-05	-4.30952366832543	1.63606549182153e-05	0.00347725960886047	0.00440010724772668	Artery_Aorta	0.00556935041814088	chr17:46.8-47.6Mb	chr17:45.6-48.7Mb	chr17:45571447-48703519	TRUE	FALSE	7.83e-07	-0.0261232945964362	0.0134805550693239	-1.93785007086851	0.0526415169360043	0.540790550625498	6.26395346510105	0.617691558137611	fixed	TRUE
heritable	chr19	46296059	46286205	46296060	ENSG00000185800	DMWD	0.0833165291418112	0.0131090812487865	-9.88921204275488e-05	2.47749878038476e-05	-3.991611265786	6.56258849489134e-05	0.00965630025450042	0.0122190349629881	Artery_Aorta	0.0154216595701885	chr19:46.1-46.5Mb	chr19:46.1-46.5Mb	chr19:46096059-46496059	TRUE	FALSE	2.29e-07	-0.0263019993491491	0.0134163518435362	-1.96044346897633	0.0499439793269095	0.525606095481672	11.0626637747174	0.198173803313634	fixed	TRUE
heritable	chr20	45142197	45129701	45142198	ENSG00000198185	ZNF334	0.305097079581915	0.287248562494936	-8.7138819692154e-05	2.51353939809445e-05	-3.4667775551167	0.000526737603224672	0.0356695327209337	0.0451360516909574	Artery_Aorta	0.0513873654172073	chr20:44.9-45.3Mb	chr20:44.9-45.3Mb	chr20:44887914-45342197	FALSE	FALSE	0.000667	0.00975008556765417	0.0133895046917847	0.728188666578267	0.466498102604759	0.901263325544072	7.33604365433716	0.500847711932182	fixed	FALSE
heritable	chr22	24373117	24373117	24374043	ENSG00000235231	AP000351.10	0.497608825395418	0.267326349894279	-9.62045724756578e-05	2.4717355333765e-05	-3.89218713638987	9.93445677186751e-05	0.0117878660319104	0.0149163078391025	Artery_Aorta	0.0197733690414482	chr22:24.2-24.6Mb	chr22:24.1-24.6Mb	chr22:24069087-24584679	TRUE	FALSE	6.24e-06	-0.030166963765923	0.0134062655851983	-2.25021379549798	0.0244353769845676	0.428019033499604	13.765208380879	0.0880941941264784	fixed	TRUE
heritable	chr22	24375562	24375562	24376211	ENSG00000272955	KB-226F1.1	0.489130027138672	0.280316941922853	-9.22515221900093e-05	2.4680268729059e-05	-3.73786538561433	0.000185589262935926	0.0169048956013574	0.0213913719493528	Artery_Aorta	0.0280493913409883	chr22:24.2-24.6Mb	chr22:24.1-24.6Mb	chr22:24069087-24584679	TRUE	FALSE	6.24e-06	-0.023547127558298	0.0134340915788448	-1.75278897126014	0.0796382369338773	0.58975715326582	13.1810480972433	0.10577028091296	fixed	TRUE
heritable	chr22	24384679	24376133	24384680	ENSG00000184674	GSTT1	0.613565670513152	0.428842163251684	-9.31984963604471e-05	2.47304742549756e-05	-3.76856890812339	0.000164186162408251	0.0158283167722649	0.0200290743813	Artery_Aorta	0.0264615786706113	chr22:24.2-24.6Mb	chr22:24.1-24.6Mb	chr22:24069087-24584679	TRUE	FALSE	6.24e-06	-0.028064460144198	0.0134053294782768	-2.09353005382495	0.0363018641227836	0.488192109777128	16.655016380436	0.0339086960783822	fixed	TRUE
heritable	chr22	29951204	29901868	29951205	ENSG00000100296	THOC5	0.574273397172846	0.542927132826077	-8.86995773868673e-05	2.46192157879432e-05	-3.60285957728623	0.000314735574754287	0.0256186896624826	0.0324177641996915	Artery_Aorta	0.0383408982436459	chr22:29.8-30.2Mb	chr22:29.8-30.2Mb	chr22:29751204-30151204	TRUE	FALSE	8.85e-06	-0.05543181261679	0.0132877619889752	-4.17164400316483	3.02409845994186e-05	0.0182995758057232	6.39453030263337	0.603128597247235	fixed	TRUE
